id	flag	text	ref
Conversation/0x0100000400015247/Title	0	LAIR ORB / overturned	LAIR ORB / overturned
Conversation/0x0100000400015251/Description	0	Попереду, наскільки вистачає погляду, лише темна вода. Виходу тут немає.	Впереди, насколько хватает взгляда, лишь темная вода. Выхода здесь нет.
Conversation/0x0100000400015251/Title	0	LAIR ORB / darkwater	LAIR ORB / darkwater
Conversation/0x0100000400015257/Description	0	Бетонна труба, похована під піском і пилом.	Бетонная труба, погребенная под песком и пылью.
Conversation/0x0100000400015257/Title	0	LAIR ORB / giantpipe	LAIR ORB / giantpipe
Conversation/0x010000040001525D/Description	0	Це так... дивно.	Это так... странно.
Conversation/0x010000040001525D/Title	0	LAIR ORB / somethinghere	LAIR ORB / somethinghere
Conversation/0x0100000400015263/Description	0	Стає шумно, чути якийсь гул...	Становится шумно, слышен какой-то гул...
Conversation/0x0100000400015263/Title	0	LAIR ORB / buzzingworsens	LAIR ORB / buzzingworsens
Conversation/0x0100000400015274/Description	0	Промінь ліхтарика освітлює отвір у стіні...	Луч фонарика освещает проем в стене...
Conversation/0x0100000400015274/Title	0	LAIR ORB / doortorevolution	LAIR ORB / doortorevolution
Conversation/0x010000040001527B/Description	0	Купа товстих скляних панелей, вкритих пилом.	Куча толстых стеклянных панелей, покрытых пылью.
Conversation/0x010000040001527B/Title	0	LAIR ORB / dustyglass	LAIR ORB / dustyglass
Conversation/0x0100000400015281/Description	0	A brief convo with Interfacing about the times they made computer parts with glass	A brief convo with Interfacing about the times they made computer parts with glass
Conversation/0x0100000400015281/Title	0	LAIR ORB / wiresinglass	LAIR ORB / wiresinglass
Conversation/0x01000004000152E3/Description	0	У тьмяному світлі, яке проникає в кімнату, видно червоний стілець.	В тусклом свете, который проникает в комнату, виден красный стул.
Conversation/0x01000004000152E3/Title	0	COAST ORB / redchair	COAST ORB / redchair
Conversation/0x01000004000152E9/Description	0	The Red Chair Dialogue with Inland Empire.	The Red Chair Dialogue with Inland Empire.
Conversation/0x01000004000152E9/Title	0	COAST ORB / redchairconvo	COAST ORB / redchairconvo
Conversation/0x01000004000152F5/Description	0	Дощаті стіни поскрипують через холодний вітер із моря.	Дощатые стены поскрипывают из-за холодного ветра с моря.
Conversation/0x01000004000152F5/Title	0	COAST ORB / windyplanks	COAST ORB / windyplanks
Conversation/0x010000040001542B/Description	0	Усередині - пляшки. Їх можна було б зібрати, якби в тебе був пакет!	Внутри — бутылки. Их можно было бы собрать, будь у тебя пакет!
Conversation/0x010000040001542B/Title	0	PLAZA ORB / trashtutorialone	PLAZA ORB / trashtutorialone
Conversation/0x0100000400015431/Description	0	Якби у тебе в руках був пакет, ти міг би зібрати і здати ці пляшки.	Если бы у тебя в руках был пакет, ты мог бы собрать и сдать эти бутылки.
Conversation/0x0100000400015431/Title	0	PLAZA ORB / trashtutorialtwo	PLAZA ORB / trashtutorialtwo
Conversation/0x0100000400015439/Description	0	Заначка препаратів від похмілля!	Заначка препаратов от похмелья!
Conversation/0x0100000400015439/Title	0	PLAZA ORB / hiddenhangover	PLAZA ORB / hiddenhangover
Conversation/0x0100000400015447/Description	0	Просто двері. Наразі не становлять для тебе інтересу.	Просто дверь. В данный момент не представляет для тебя интереса.
Conversation/0x0100000400015447/Title	0	APT ORB / comebacklater	APT ORB / comebacklater
Conversation/0x0100000400015450/Description	0	На контейнерах намальовані білі сосни. Наче засніжений ліс.	На контейнерах нарисованы белые сосны. Как будто заснеженный лес.
Conversation/0x0100000400015450/Title	0	CONTAINERYARD ORB / wildpinescargo	CONTAINERYARD ORB / wildpinescargo
Conversation/0x0100000400015457/Description	0	Банер розтягнувся під вагою дощової води і снігу: білі хвилі на червоному.	Баннер растянулся под весом дождевой воды и снега: белые волны на красном.
Conversation/0x0100000400015457/Title	0	CONTAINERYARD ORB / unionlogo	CONTAINERYARD ORB / unionlogo
Conversation/0x0100000400015460/Description	0	Електричний щиток, до якого під'єднано радіовежу зверху. Може, всередині що-небудь є?	Электрический щиток, к которому подключена радиовышка сверху. Может, внутри что-нибудь есть?
Conversation/0x0100000400015460/Title	0	COAST ORB / pylonpowerbox	COAST ORB / pylonpowerbox
Conversation/0x0100000400015466/Description	0	Двері не просто замкнені, вони залиті бетоном. Всередину не забратися.	Дверь не просто заперта, она залита бетоном. Внутрь не забраться.
Conversation/0x0100000400015466/Title	0	COAST ORB / doorforevershut	COAST ORB / doorforevershut
Conversation/0x010000040001546C/Description	0	Напис: "Вхід заборонено". Хтось надряпав на ньому перевернуту зірку.	Надпись: «Вход запрещен». Кто-то нацарапал на ней перевернутую звезду.
Conversation/0x010000040001546C/Title	0	COAST ORB / wordsonsign	COAST ORB / wordsonsign
Conversation/0x0100000400015472/Description	0	З гойдалок пластівцями завбільшки з монету облітає фарба.	С качелей хлопьями величиной с монету облетает краска.
Conversation/0x0100000400015472/Title	0	COAST ORB / swingpaint	COAST ORB / swingpaint
Conversation/0x0100000400015478/Description	0	Попереду бетонні укріплення, що простояли не один десяток років. Тепер там граються діти.	Впереди бетонные укрепления, простоявшие не один десяток лет. Теперь там играют дети.
Conversation/0x0100000400015478/Title	0	COAST ORB / bigblockades	COAST ORB / bigblockades
Conversation/0x010000040001547E/Description	0	На березі сидять якісь пташки: зверху долинає ледве чутне цвірінькання.	На березе сидят какие-то птички: сверху доносится еле слышное чириканье.
Conversation/0x010000040001547E/Title	0	COAST ORB / hearinggrove	COAST ORB / hearinggrove
Conversation/0x0100000400015484/Description	0	Відбитки підошов у снігу. Вони ведуть геть від місця аварії.	Отпечатки подошв в снегу. Они ведут прочь от места аварии.
Conversation/0x0100000400015484/Title	0	COAST ORB / footprintsinsnow	COAST ORB / footprintsinsnow
Conversation/0x010000040001548A/Description	0	Усередині - вкриті пилом простирадла. Висохлі тюльпани на ліжку.	Внутри — покрытые пылью простыни. Высохшие тюльпаны на кровати.
Conversation/0x010000040001548A/Title	0	COAST ORB / brokenwindowdust	COAST ORB / brokenwindowdust
Conversation/0x0100000400015490/Description	0	Попереду чути скрип - це обертається зламана вісь.	Впереди слышен скрип — это вращается сломанная ось.
Conversation/0x0100000400015490/Title	0	COAST ORB / spinningtyre	COAST ORB / spinningtyre
Conversation/0x0100000400015496/Description	0	Постріл не могли зробити звідси. Дерева заважають.	Выстрел не могли сделать отсюда. Деревья мешают.
Conversation/0x0100000400015496/Title	0	COAST ORB / theshot	COAST ORB / theshot
Conversation/0x010000040001549C/Description	0	Кущі занадто густі й колючі, не пробратися.	Кусты слишком густые и колючие, не пробраться.
Conversation/0x010000040001549C/Title	0	COAST ORB / bushestoothick	COAST ORB / bushestoothick
Conversation/0x01000004000154A2/Description	0	Точило, добряче стерте і вкрите іржею.	Точило, порядком истертое и покрытое ржавчиной.
Conversation/0x01000004000154A2/Title	0	COAST ORB / whettingstone	COAST ORB / whettingstone
Conversation/0x01000004000154B4/Description	0	Дошки скриплять під твоєю вагою.	Доски скрипят под твоим весом.
Conversation/0x01000004000154B4/Title	0	COAST ORB / jettycreak	COAST ORB / jettycreak
Conversation/0x0100000400015539/Title	0	COAST / KIM WRECKED CAR barks	COAST / KIM WRECKED CAR barks
Conversation/0x010000040001604F/Description	0	Стій. Між вантажівками, он там - сигарети. Візьми їх!	Стой. Между грузовиками, вон там — сигареты. Возьми их!
Conversation/0x010000040001604F/Title	0	JAM ORB / cigaretteunlock	JAM ORB / cigaretteunlock
Conversation/0x010000040001606F/Description	0	Кухонне начиння. Вона готувала кашу з бананами.	Кухонная утварь. Она готовила кашу с бананами.
Conversation/0x010000040001606F/Title	0	LAIR ORB / cookingpot	LAIR ORB / cookingpot
Conversation/0x010000040001607C/Description	0	Тунель обвалився. Доведеться знайти інший шлях.	Туннель обрушен. Придется найти другой путь.
Conversation/0x010000040001607C/Title	0	LAIR ORB / collapsedpath	LAIR ORB / collapsedpath
Conversation/0x0100000400016082/Description	0	Тут так темно! Настав час дістати ліхтарик.	Здесь так темно! Пришло время достать фонарик.
Conversation/0x0100000400016082/Title	0	LAIR ORB / flashlight	LAIR ORB / flashlight
Conversation/0x010000040001608B/Description	0	Якийсь пристрій. Стародавній касовий апарат?	Какое-то устройство. Древний кассовый аппарат?
Conversation/0x010000040001608B/Title	0	PAWNSHOP ORB / cashregister	PAWNSHOP ORB / cashregister
Conversation/0x0100000400016092/Description	0	Сходи з піддонів ведуть вгору...	Лестница из поддонов ведет вверх...
Conversation/0x0100000400016092/Title	0	EVRART ORB / stairsup	EVRART ORB / stairsup
Conversation/0x0100000400016098/Description	0	Кава в цьому величезному термосі ще тепла.	Кофе в этом огромном термосе еще теплый.
Conversation/0x0100000400016098/Title	0	EVRART ORB / coffeeday	EVRART ORB / coffeeday
Conversation/0x01000004000160A1/Description	0	Той самий візерунок, що зовні: зубчаста блискавка.	Тот же узор, что снаружи: зубчатая молния.
Conversation/0x01000004000160A1/Title	0	CHURCH ORB / forkedpattern	CHURCH ORB / forkedpattern
Conversation/0x01000004000160A7/Description	0	На замерзлому вікні хтось намалював оленя.	На замерзшем окне кто-то нарисовал оленя.
Conversation/0x01000004000160A7/Title	0	CHURCH ORB / frostwindow	CHURCH ORB / frostwindow
Conversation/0x01000004000160AD/Description	0	Розбита скляна панель.	Разбитая стеклянная панель.
Conversation/0x01000004000160AD/Title	0	CHURCH ORB / paneofglass	CHURCH ORB / paneofglass
Conversation/0x01000004000160B8/Description	0	З вікна видно хвилі, море, церкву...	Из окна видны волны, море, церковь...
Conversation/0x01000004000160B8/Title	0	HQ ORB / windowview	HQ ORB / windowview
Conversation/0x01000004000160BF/Description	0	Схема автомата для пінболу, у футуристичній тематиці.	Схема автомата для пинбола, в футуристичной тематике.
Conversation/0x01000004000160BF/Title	0	WHIRLING F1 ORB / schematics	WHIRLING F1 ORB / schematics
Conversation/0x01000004000160C6/Description	0	Ха! Маслом вниз!	Ха! Маслом вниз!
Conversation/0x01000004000160C6/Title	0	JAM ORB / buttersigndown	JAM ORB / buttersigndown
Conversation/0x01000004000160CC/Description	0	Сліди шин, практично знищені дощем і мокрим снігом, ведуть на дах.	Следы шин, практически уничтоженные дождем и мокрым снегом, ведут на крышу.
Conversation/0x01000004000160CC/Title	0	JAM ORB / tiretrackstoroof	JAM ORB / tiretrackstoroof
Conversation/0x01000004000160DA/Description	0	Для збору дощової води.	Для сбора дождевой воды.
Conversation/0x01000004000160DA/Title	0	WALKWAY ORB / watertankfinal	WALKWAY ORB / watertankfinal
Conversation/0x01000004000160E0/Description	0	Термос промислових розмірів. Пахне горілою кавою.	Термос промышленных размеров. Пахнет горелым кофе.
Conversation/0x01000004000160E0/Title	0	CONTAINERYARD ORB / coffeestuff	CONTAINERYARD ORB / coffeestuff
Conversation/0x01000004000160E8/Description	0	Радіовежа гуде від електрики.	Радиовышка гудит от электричества.
Conversation/0x01000004000160E8/Title	0	COAST ORB / radiorelayfinished	COAST ORB / radiorelayfinished
Conversation/0x01000004000160EE/Description	0	Паркан перегороджує шлях. Звідси не пройти.	Забор преграждает путь. Отсюда не пройти.
Conversation/0x01000004000160EE/Title	0	COAST ORB / cannotpassfence	COAST ORB / cannotpassfence
Conversation/0x01000004000160F4/Description	0	Схоже, нещодавно якісь волоцюги пофарбували цей брезент червоним. З нього капає вода.	Похоже, недавно какие-то бродяги покрасили этот брезент красным. С него капает вода.
Conversation/0x01000004000160F4/Title	0	COAST ORB / redtarp	COAST ORB / redtarp
Conversation/0x01000004000160FA/Description	0	Ще етнічні малюнки: цей стовпчик вкритий маленькими чоловічками.	Еще этнические рисунки: этот столбик покрыт маленькими человечками.
Conversation/0x01000004000160FA/Title	0	COAST ORB / tribalpaint	COAST ORB / tribalpaint
Conversation/0x0100000400016100/Description	0	Кілочок, встромлений у лід, щоб тримати намет.	Колышек, воткнутый в лед, чтобы держать палатку.
Conversation/0x0100000400016100/Title	0	COAST ORB / poleinice	COAST ORB / poleinice
Conversation/0x0100000400016106/Description	0	Сміття після якоїсь нескінченної вечірки.	Мусор после какой-то бесконечной вечеринки.
Conversation/0x0100000400016106/Title	0	COAST ORB / landfill	COAST ORB / landfill
Conversation/0x0100000400016112/Description	0	Всюди видно невеликі білі квіточки...	Повсюду видны небольшие белые цветочки...
Conversation/0x0100000400016112/Title	0	SEAFORT ORB / blossomingallaround	SEAFORT ORB / blossomingallaround
Conversation/0x0100000400016118/Description	0	Гумовий човен. Здутий, порваний.	Резиновая лодка. Сдута, порвана.
Conversation/0x0100000400016118/Title	0	SEAFORT ORB / lastdinghy	SEAFORT ORB / lastdinghy
Conversation/0x0100000400016120/Description	0	Арданською "КВАЛСУНД" означає "фіорд китів".	На арданском «КВАЛСУНД» означает «фьорд китов».
Conversation/0x0100000400016120/Title	0	CONTAINERYARD ORB / cranethought	CONTAINERYARD ORB / cranethought
Conversation/0x0100000400016408/Description	0	Книги. Переважно фантастика та історичні романи.	Книги. В основном фантастика и исторические романы.
Conversation/0x0100000400016408/Title	0	SEAFORT INT ORB / anthologies	SEAFORT INT ORB / anthologies
Conversation/0x010000040001640E/Description	0	На зламаному далекомірі розставлені свічки.	На сломанном дальномере расставлены свечи.
Conversation/0x010000040001640E/Title	0	SEAFORT INT ORB / rangefinder	SEAFORT INT ORB / rangefinder
Conversation/0x0100000500001BF3/Description	0	Дошка заповнена складними рівняннями. Схоже, їх написали нещодавно.	Доска заполнена сложными уравнениями. Похоже, их написали недавно.
Conversation/0x0100000500001BF3/Title	0	CHURCH ORB / chalkboard	CHURCH ORB / chalkboard
Conversation/0x0100000500001BF9/Description	0	Щось пов'язане з радіочастотами?	Что-то связанное с радиочастотами?
Conversation/0x0100000500001BF9/Title	0	CHURCH ORB / chalkboard interfacing	CHURCH ORB / chalkboard interfacing
Conversation/0x0100000500001C06/Description	0	Ти дивишся вперед, і тебе наповнює дивний спокій. Тут потрібно *йти*, а не бігти.	Ты смотришь вперед, и тебя наполняет странное спокойствие. Здесь нужно *идти*, а не бежать.
Conversation/0x0100000500001C06/Title	0	CHURCH ORB / easy inland	CHURCH ORB / easy inland
Conversation/0x0100000500001C14/Description	0	Ця гротескна дерев'яна фігура виглядає закінченою лише наполовину.	Эта гротескная деревянная фигура выглядит законченной лишь наполовину.
Conversation/0x0100000500001C14/Title	0	CHURCH ORB / wooden figure	CHURCH ORB / wooden figure
Conversation/0x0100000500001C1B/Description	0	Здається, ніби вона намагається стати єдиним цілим із цією церквою.	Кажется, будто она пытается стать единым целым с этой церковью.
Conversation/0x0100000500001C1B/Title	0	CHURCH ORB / figure inland	CHURCH ORB / figure inland
Conversation/0x0100000500001C23/Description	0	Фігуру було додано пізніше. Спочатку вона не була частиною цієї церкви.	Фигура была добавлена позже. Первоначально она не была частью этой церкви.
Conversation/0x0100000500001C23/Title	0	CHURCH ORB / figure concept	CHURCH ORB / figure concept
Conversation/0x0100000500001C39/Description	0	Магнітофон на дві котушки, крутиться вхолосту.	Магнитофон на две катушки, крутится вхолостую.
Conversation/0x0100000500001C39/Title	0	CHURCH ORB / reel-to-reel tapes	CHURCH ORB / reel-to-reel tapes
Conversation/0x0100000500001C40/Description	0	Портативний магнітофон "Хермон Вуші".	Портативный магнитофон «Хэрмон Вуши».
Conversation/0x0100000500001C40/Title	0	CHURCH ORB / more tapes	CHURCH ORB / more tapes
Conversation/0x0100000500001C47/Description	0	Від холодного вітру, який задуває в зруйновану галерею, мурашки по шкірі.	От холодного ветра, который задувает в разрушенную галерею, мурашки по коже.
Conversation/0x0100000500001C47/Title	0	CHURCH ORB / shivers	CHURCH ORB / shivers
Conversation/0x0100000500001C4E/Description	0	Мороз прикрасив скло квітами, і тепер нічого не видно.	Мороз украсил стекло цветами, и теперь ничего не видно.
Conversation/0x0100000500001C4E/Title	0	CHURCH ORB / window	CHURCH ORB / window
Conversation/0x0100000500001C5C/Description	0	Хтось залишив відкритий молитовник.	Кто-то оставил открытый молитвенник.
Conversation/0x0100000500001C5C/Title	0	CHURCH ORB / pews	CHURCH ORB / pews
Conversation/0x0100000500001C69/Description	0	Уривки з перикарнаської літанії кохання.	Отрывки из перикарнасской литании любви.
Conversation/0x0100000500001C69/Title	0	CHURCH ORB / pews concept	CHURCH ORB / pews concept
Conversation/0x0100000500001C7E/Description	0	Виглядає, як крихітна хімічна лабораторія.	Выглядит, как крошечная химическая лаборатория.
Conversation/0x0100000500001C7E/Title	0	CHURCH ORB / chemistry lab	CHURCH ORB / chemistry lab
Conversation/0x0100000500001C84/Description	0	Що тут відбувається?	Что здесь происходит?
Conversation/0x0100000500001C84/Title	0	CHURCH ORB / drug lab realization	CHURCH ORB / drug lab realization
Conversation/0x0100000500001C8A/Description	0	Ці пляшки з нозафедом...	Эти бутыльки с нозафедом...
Conversation/0x0100000500001C8A/Title	0	CHURCH ORB / nosaphed	CHURCH ORB / nosaphed
Conversation/0x0100000500001C91/Description	0	Баки з дистильованою водою.	Баки с дистиллированной водой.
Conversation/0x0100000500001C91/Title	0	CHURCH ORB / distilled water	CHURCH ORB / distilled water
Conversation/0x0100000500001C99/Description	0	Круто! Так ось де вони влаштували свою нарколабораторію.	Круто! Так вот где они устроили свою нарколабораторию.
Conversation/0x0100000500001C99/Title	0	CHURCH ORB / knew about drug lab	CHURCH ORB / knew about drug lab
Conversation/0x0100000500001CB0/Description	0	Дивний присмак на губах. Як кров... або полуниця.	Странный привкус на губах. Как кровь... или клубника.
Conversation/0x0100000500001CB0/Title	0	CHURCH ORB / pews composure	CHURCH ORB / pews composure
Conversation/0x0100000500001CCA/Description	0	Можливо, він... щось *записує*?	Может быть, он... что-то *записывает*?
Conversation/0x0100000500001CCA/Title	0	CHURCH ORB / more tapes logic	CHURCH ORB / more tapes logic
Conversation/0x010000050000279B/Description	0	У повітрі витає аромат дорогих чоловічих парфумів.	В воздухе витает аромат дорогого мужского парфюма.
Conversation/0x010000050000279B/Title	0	APT ORB / bathroom smell	APT ORB / bathroom smell
Conversation/0x01000005000027A2/Description	0	Стара фотографія тієї ж квартири, датована 01-м роком.	Старая фотография той же квартиры, датировано 01-м годом.
Conversation/0x01000005000027A2/Title	0	APT ORB / painting	APT ORB / painting
Conversation/0x01000005000027A9/Description	0	Тарілки відмокають у каструлі.	Тарелки отмокают в кастрюле.
Conversation/0x01000005000027A9/Title	0	APT ORB / dishes	APT ORB / dishes
Conversation/0x01000005000027AF/Description	0	Старі коробки з-під їжі на винос.	Старые коробки из-под еды навынос.
Conversation/0x01000005000027AF/Title	0	APT ORB / takeaway food	APT ORB / takeaway food
Conversation/0x01000005000027B5/Description	0	Порожня попільничка.	Пустая пепельница.
Conversation/0x01000005000027B5/Title	0	APT ORB / ashtray	APT ORB / ashtray
Conversation/0x01000005000027BB/Description	0	Дати відкритих лекцій у місцевому університеті.	Даты открытых лекций в местном университете.
Conversation/0x01000005000027BB/Title	0	APT ORB / notes on fridge	APT ORB / notes on fridge
Conversation/0x01000005000027C3/Description	0	Флаєри на підпільні вечірки.	Флаеры на подпольные вечеринки.
Conversation/0x01000005000027C3/Title	0	APT ORB / flyers on fridge	APT ORB / flyers on fridge
Conversation/0x0100000500003267/Description	0	Тут віє сумом: це дитяча...	Здесь веет грустью: это детская...
Conversation/0x0100000500003267/Title	0	APT ORB / sadness empathy	APT ORB / sadness empathy
Conversation/0x010000050000326E/Description	0	З дивною бадьорістю цокає годинник.	Со странной бодростью тикают часы.
Conversation/0x010000050000326E/Title	0	APT ORB / clock	APT ORB / clock
Conversation/0x0100000500003275/Description	0	Це цокання вселяє тривогу. Воно дзвенить у порожнечі кімнати.	Это тиканье вселяет тревогу. Оно звенит в пустоте комнаты.
Conversation/0x0100000500003275/Title	0	APT ORB / clock concept	APT ORB / clock concept
Conversation/0x010000050000327C/Description	0	Крізь неутеплені балконні двері протягає холодом.	Сквозь неутепленную балконную дверь сквозит холодом.
Conversation/0x010000050000327C/Title	0	APT ORB / balcony door	APT ORB / balcony door
Conversation/0x0100000500003283/Description	0	Намальована крейдою шкала, на якій відзначено зріст дитини в різному віці.	Нарисованная мелом шкала, на которой отмечен рост ребенка в разном возрасте.
Conversation/0x0100000500003283/Title	0	APT ORB / heights	APT ORB / heights
Conversation/0x010000050000328A/Description	0	Сигарети тієї самої марки, що й знайдені в смітті поруч із загиблим.	Сигареты той же марки, что и найденные в мусоре рядом с погибшим.
Conversation/0x010000050000328A/Title	0	APT ORB / red astra reaction	APT ORB / red astra reaction
Conversation/0x01000005000038D0/Description	0	Щоб потрапити на узбережжя, потрібно скористатися панеллю і закрити шлюз. Шлюз заблокований в очікуванні ремонту, який мають закінчити до ранку середи. (Після цього в Мартінезі відкриється нова область).	Чтобы попасть на побережье, нужно воспользоваться панелью и закрыть шлюз. Шлюз заблокирован в ожидании ремонта, который должны закончить к утру среды. (После этого в Мартинезе откроется новая область).
Conversation/0x01000005000038D0/Title	0	Закрийте шлюз у середовище	Закройте шлюз в среду
Conversation/0x0100000500003A75/Description	0	№ 28: ці двері не забудеш...	№ 28: эту дверь не забудешь...
Conversation/0x0100000500003A75/Title	0	APT / smoker door orb	APT / smoker door orb
Conversation/0x0100000600001E66/Description	0	the end where you ask your final questions.	the end where you ask your final questions.
Conversation/0x0100000600001E66/Title	0	VILLAGE / POSSE 3	VILLAGE / POSSE 3
Conversation/0x0100000600007C84/Description	0	На стовпчику записка: "Вирушила в село на узбережжі. Побачимося там, офіцере! - Джойс".	На столбике записка: «Отправилась в деревню на побережье. Увидимся там, офицер! — Джойс».
Conversation/0x0100000600007C84/Title	0	PIER ORB / joyce gone note	PIER ORB / joyce gone note
Conversation/0x0100000600008499/Description	0	Зазвичай поліцейських *вводять у курс* дорученої їм справи. Іноді вони забувають *вступну інформацію*, і їх доводиться вводити в курс справи ще раз! Натисніть на Кіма і запитайте його про справу.	Обычно полицейских *вводят в курс* порученного им дела. Иногда они забывают *вводную информацию*, и их приходится вводить в курс дела еще раз! Нажмите на Кима и спросите его о деле.
Conversation/0x0100000600008499/Title	0	Попросіть Кіма розповісти вам про справу	Попросите Кима рассказать вам о деле
Conversation/0x0100000600009956/Description	0	Маленька всохла меськийська старенька з рідіючим волоссям незграбно видерлася на борт вантажівки. Вона дивиться на навколишнє порожніми, заскленілими очима. Щось бурмоче, киваючи в такт музиці, яка лунає з увімкненого в кабіні її вантажівки радіо. На ній картата фланелева сорочка з закатаними до ліктів рукавами, як носять водії вантажівок, і синій джинсовий комбінезон, штанини якого заправлені в жовто-коричневі черевики.	Маленькая усохшая мескийская старушка с редеющими волосами неуклюже взгромоздилась на борт грузовика. Она смотрит на окружающее пустыми, остекленевшими глазами. Что-то бормочет, кивая в такт музыке, которая доносится из включенного в кабине ее грузовика радио. На ней клетчатая фланелевая рубаха с закатанными до локтей рукавами, как носят водители грузовиков, и синий джинсовый комбинезон, штанины которого заправлены в желто-коричневые ботинки.
Conversation/0x0100000600009956/Title	0	JAM / PALEDRIVER	JAM / PALEDRIVER
Conversation/0x010000060000D8CC/Description	0	This is the village version of halogen watermarks, in front of kineema there	This is the village version of halogen watermarks, in front of kineema there
Conversation/0x010000060000D8CC/Title	0	VILLAGE ORB / halogen watermarks village	VILLAGE ORB / halogen watermarks village
Conversation/0x010000060000D9DE/Description	0	Зайдіть у її номер, обшукайте ще раз. Нагорі в спальні є вікно. Може, це дасть хоч *якусь інформацію*?	Зайдите в ее номер, обыщите еще раз. Наверху в спальне есть окно. Может, это даст хоть *какую-то информацию*?
Conversation/0x010000060000D9DE/Title	0	Огляньте вікно в спальні Клаас'є	Осмотрите окно в спальне Клаасье
Conversation/0x010000060000D9DE/subtask_title_01	0	Проведіть ретельну балістичну експертизу вікна.	Проведите тщательную баллистическую экспертизу окна.
Conversation/0x010000060000E4B0/Description	0	Перш ніж відплисти цим човном на острів, слід запитати його господаря.	Прежде чем отплыть на этой лодке на остров, следует спросить ее хозяина.
Conversation/0x010000060000E4B0/Title	0	VILLAGE ORB / ask boat from netpicker	VILLAGE ORB / ask boat from netpicker
Conversation/0x010000060000E7D5/Description	0	Холодний вітер просочується крізь амбразуру.	Холодный ветер просачивается сквозь амбразуру.
Conversation/0x010000060000E7D5/Title	0	SEAFORT INT ORB / slit wind blowing	SEAFORT INT ORB / slit wind blowing
Conversation/0x010000060000EA10/Description	0	Спустися до ланцюга, там щось є...	Спустись к цепи, там что-то есть...
Conversation/0x010000060000EA10/Title	0	SEAFORT DREAM ORB / on beach	SEAFORT DREAM ORB / on beach
Conversation/0x010000060000EA1A/Description	0	Далі...	Дальше...
Conversation/0x010000060000EA1A/Title	0	SEAFORT DREAM ORB / in water	SEAFORT DREAM ORB / in water
Conversation/0x010000060000EA32/Description	0	Знайдіть у Мартінезі криптида, якого називають *островалійським фазмідом*, і підтвердіть його існування.	Найдите в Мартинезе криптида, которого называют *островалийским фазмидом*, и подтвердите его существование.
Conversation/0x010000060000EA32/Title	0	Відкрийте новий вид	Откройте новый вид
Conversation/0x010000060000F0FE/Description	0	Боже...	Боже...
Conversation/0x010000060000F0FE/Title	0	SEAFORT ORB / oh god	SEAFORT ORB / oh god
Conversation/0x010000060000FE4C/Description	0	У Мартінезе є особлива *четверта* матерія, про яку ніхто не говорить. Знайдіть і скуштуйте її. Щойно у вас у руках опиниться заповітний пляшечка, ви навіть можете почати помічати інші такі пляшечки, заховані в Мартінезі.	В Мартинезе есть особая *четвертая* материя, о которой никто не говорит. Найдите и вкусите ее. Как только у вас в руках окажется заветный бутылек, вы даже можете начать замечать другие такие бутыльки, припрятанные в Мартинезе.
Conversation/0x010000060000FE4C/Title	0	Знайдіть піролідон і спробуйте його	Найдите пиролидон и попробуйте его
Conversation/0x0100000600012E34/Description	0	Щоб просунутися в розслідуванні, вам доведеться підняти свій авторитет в очах Тіта. Але для початку його потрібно підготувати. Може, оглянете місце злочину або труп? Пошукаєте свідка? Заручитеся підтримкою голови профспілки або представника компанії? Знайдете їхній зв'язок із якимись іншими злочинами?	Чтобы продвинуться в расследовании, вам придется поднять свой авторитет в глазах Тита. Но для начала его нужно подготовить. Может, осмотрите место преступление или труп? Поищете свидетеля? Заручитесь поддержкой председателя профсоюза или представителя компании? Найдете их связь с какими-нибудь другими преступлениями?
Conversation/0x0100000600012E34/Title	0	Підніміть свій авторитет в очах Тіта Гарді	Поднимите свой авторитет в глазах Тита Харди
Conversation/0x0100000600012E34/subtask_title_01	0	Поговоріть із Тітом і підніміть свій авторитет в очах хлопців Гарді.	Поговорите с Титом и поднимите свой авторитет в глазах парней Харди.
Conversation/0x0100000600013458/Description	0	По радіо грає меланхолійна попса.	По радио играет меланхоличная попса.
Conversation/0x0100000600013458/Title	0	FRITTE ORB / radio plays	FRITTE ORB / radio plays
Conversation/0x0100000600014B7F/Description	0	Рубі була в цьому селі, але пішла в понеділок. Вона може бути в будь-якій частині півострова, на північ від села. Пошукайте в церкві. Розпитайте тих, кого зустрінете на захід від стіни з муралом. Ну або, я не знаю... запросіть дівчину на побачення? Спитайте в неї. Або у вітру.	Руби была в этой деревеньке, но ушла в понедельник. Она может быть в любой части полуострова, к северу от деревни. Поищите в церкви. Поспрашивайте тех, кого встретите к западу от стены с муралом. Ну или, я не знаю... пригласите девушку на свидание? Спросите у нее. Или у ветра.
Conversation/0x0100000600014B7F/Title	0	Пошукайте Рубі на узбережжі	Поищите Руби на побережье
Conversation/0x0100000600014B7F/subtask_title_01	0	Якщо не знаєте, що робити далі, поверніться до муралу "Фельд" і запитайте у вітру. Ну або продовжуйте пошуки на узбережжі.	Если не знаете, что делать дальше, вернитесь к муралу «Фельд» и спросите у ветра. Ну или продолжайте поиски на побережье.
Conversation/0x0100000600014B7F/subtask_title_02	0	Заберіться сходами на дах або знайдіть інший спосіб потрапити в будівлю "Фельд".	Заберитесь по лестнице на крышу или найдите другой способ попасть в здание «Фельд».
